Jurisdiction,Year,Population,Murder,Rape,Robbery,AggAssault,BreakAndEnter,LarcenyTheft,MotorVehicleTheft,GrandTotal,PercentChange,ViolentCrimeTotal,ViolentCrimePercent,ViolentCrimePercentChange,PropertyCrimeTotal,PropertyCrimePercent,PropertyCrimePercentChange,OverallCrimeRatePer100k,OverallPercentChangePer100k,ViolentCrimeRatePer100k,ViolentCrimeRatePercentChangePer100k,PropertyCrimeRatePer100k,PropertyCrimeRatePercentChangePer100k,MurderPer100k,RapePer100k,RobberyPer100k,AggAssaultPer100k,BreakAndEnterPer100k,LarcenyTheftPer100k,MotorVehicleTheftPer100k,MurderRatePercentChangePer100k,RapeRatePercentChangePer100k,RobberyRatePercentChangePer100k,AggAssaultRatePercentChangePer100k,BreakAndEnterRatePercentChangePer100k,LarcenyTheftRatePercentChangePer100k,MotorVehicleTheftRatePercentChangePer100k
Harford County,1984,151550,2,22,77,312,1155,2605,236,4409,2.7,-0.3215253357798391,9.4,19.7,-0.2604066745654575,90.6,1.2,-0.393753960734204,0.4,-0.6437604236996721,17.1,-0.32749468522340425,-1.0,-0.8712066275968137,-0.8857793171615185,-0.3969346972790212,-0.6245468629496751,0.013993536264612841,-0.42898440101319296,-0.2638203178539345,-72.1,-6.5,-24.7,41.9,5.8,-3.9,0.3
Harford County,1985,152381,2,47,73,425,1314,2627,294,4782,8.5,-0.2544579837442416,11.4,32.4,-0.2379361613190315,88.6,6.0,-0.24954680592934375,7.9,-0.2871162153073652,31.7,-0.22167939347707669,5.4,-0.8712066275968137,0.3268320155265725,-0.4242678182582553,-0.21002228737898992,0.282394579441866,-0.4228877278162638,-0.0513114893946461,-0.5,112.5,-5.7,35.5,13.1,0.3,23.9
Harford County,1986,154882,5,53,77,542,1226,3120,403,5426,13.5,-0.18939264221716942,12.5,23.8,-0.1896104550066341,87.5,12.1,-0.019533559012547774,11.6,0.0348943358537813,21.8,-0.008414023173733324,10.3,-0.43592496072044074,0.5797693487253156,-0.40730243282286854,0.1931454505048273,0.09301380346749681,-0.07573598342640978,0.3331466868233673,146.0,10.9,3.8,25.5,-8.2,16.8,34.9
Harford County,1987,160945,9,35,115,533,1283,3265,380,5620,3.6,-0.18188510281019954,12.3,2.2,-0.17278107479278362,87.7,3.8,-0.026715566722357396,-0.3,0.005620649384586076,-1.6,-0.011609288303713527,-0.1,0.11390451322866166,-0.3501473174465336,-0.20183276477207368,0.0869590181326107,0.10801426097041722,-0.05876093256437169,0.19547295655807573,73.2,-36.4,43.7,-5.4,0.7,0.7,-9.3
Harford County,1988,167646,10,30,120,565,1419,3373,358,5875,4.5,-0.16536851611486583,12.3,4.8,-0.151908882572254,87.7,4.5,-0.01884055826861884,0.4,0.015928285465288586,0.6,-0.004178439164224212,0.3,0.2055427588868455,-0.6328419839627757,-0.20089024335899672,0.11989384742452822,0.2398039947460744,-0.07860500610731777,0.06636813066614254,6.7,-17.7,0.2,1.8,6.2,-0.8,-9.6
Harford County,1989,173062,11,38,105,416,1422,3225,317,5534,-5.8,-0.24294642332022115,10.3,-21.4,-0.16939639497323827,89.7,-3.6,-0.21206176568954824,-8.8,-0.40915862650288304,-23.8,-0.1554705276442266,-6.6,0.2971810045450293,-0.3278293174584092,-0.3036250773843941,-0.4286414128512005,0.17364126254569376,-0.2561257844884931,-0.10672373767569718,6.6,22.7,-15.2,-28.7,-2.9,-7.4,-14.2
Harford County,1990,182132,6,45,107,431,1503,3321,338,5751,3.9,-0.233436873404726,10.2,3.3,-0.1507806559657389,89.8,4.0,-0.23732479280914145,-1.3,-0.43389695309656906,-1.8,-0.18080972320988545,-1.2,-0.4130153993058949,-0.12696731756528987,-0.3224755056459349,-0.45021940445624997,0.18301654848501897,-0.3040623717819955,-0.09301349067832371,-48.2,12.5,-3.2,-1.6,0.4,-2.2,1.3
Harford County,1991,185120,3,53,110,485,1580,4061,430,6722,16.9,-0.20240571052258385,9.7,10.5,-0.06531749052221894,90.3,17.6,0.06104352748610491,15.0,-0.3172145126630166,8.7,0.1500859889715739,15.7,-0.8024779433531758,0.16316668228032716,-0.31587785575439564,-0.30598756583302517,0.25882243193727705,0.1386039193597497,0.1737650654789012,-50.8,15.9,1.1,10.7,3.4,20.3,25.2
Harford County,1992,186946,6,45,116,436,1435,3666,349,6053,-10.0,-0.22642983662488744,10.0,-7.4,-0.12370321740937612,90.0,-10.2,-0.18679873856995471,-10.8,-0.43719539664239365,-8.3,-0.12054553668862683,-11.1,-0.43592496072044074,-0.17160331754153846,-0.2904297776013155,-0.4695260285239257,0.02872612845498104,-0.1395717380766103,-0.08672962747119425,98.0,-15.9,4.4,-11.0,-10.1,-10.6,-19.6
Harford County,1993,197399,6,58,84,397,1315,3500,326,5680,-6.2,-0.2584620047612922,9.5,-10.6,-0.15275505252714033,90.5,-5.7,-0.4138509823081448,-11.1,-0.6412865910403034,-15.3,-0.35157063643534975,-10.7,-0.43592496072044074,0.22268134891532526,-0.47422145315133846,-0.6518032733981586,-0.24288929847289806,-0.3641923054693568,-0.21012185044755516,-100.0,22.1,-31.4,-13.8,-13.2,-9.6,-11.5
Harford County,1994,199021,6,34,123,418,1207,3678,403,5869,3.3,-0.23744089442177657,9.9,7.8,-0.13893427659733018,90.1,2.9,-0.3688059339527603,2.5,-0.5637731677134207,6.9,-0.312484369961636,2.0,-0.4817440835495327,-0.6923566505977738,-0.2932573418405467,-0.6012653456915955,-0.4028048900665312,-0.27465488930268983,0.0035294985948476146,301.5,-41.9,45.2,4.4,-9.0,4.2,22.6
Harford County,1995,203438,5,64,151,418,1145,3851,345,5979,1.9,-0.20891224467529107,10.7,9.8,-0.13395127575188842,89.3,1.0,-0.37504294064812127,-0.3,-0.4743028865329227,7.4,-0.3359658532424222,-1.2,-0.5962918906222624,0.378907348832196,-0.17638468661899356,-0.6268182304870488,-0.5198620316518204,-0.220860714035667,-0.18441513732747997,-18.5,84.1,20.1,-2.2,-7.2,2.4,-16.3
Harford County,1996,204646,6,51,134,363,1317,3946,399,6216,4.0,-0.25095446535432236,8.9,-13.2,-0.1037712140276091,91.1,6.0,-0.3130508741002913,3.4,-0.6511819216777779,-13.7,-0.23096795490143834,5.4,-0.5046536449640786,-0.11208865090654034,-0.25838404955669614,-0.7863817999875453,-0.3034268591096838,-0.17878171471568466,-0.03931502327194438,19.3,-20.8,-11.8,-13.7,14.3,1.9,15.0
Harford County,1997,205533,3,52,171,427,1182,3818,336,5989,-3.7,-0.20140470526832122,10.9,17.9,-0.1344213701712697,89.1,-5.8,-0.3908559576232283,-4.1,-0.4573983633605707,17.4,-0.3576639327297312,-6.2,-0.8253875047677218,-0.08233131758904103,-0.09155775944205989,-0.6137578671471503,-0.4869145982079059,-0.2631787985790584,-0.21926201511247076,-50.2,1.5,27.1,17.1,-10.6,-3.7,-16.2
Harford County,1998,214271,9,24,147,358,936,3668,403,5545,-7.4,-0.2589625073884235,9.7,-17.6,-0.1653535829665591,90.3,-6.2,-0.5962991781643596,-11.2,-0.7319937885504856,-21.0,-0.5504201594080838,-10.0,-0.20682934657498137,-1.1312773170308867,-0.22916588575130792,-0.8448695140749161,-0.8573723254675281,-0.43735238383250763,-0.07873198338939305,187.8,-55.7,-17.5,-19.6,-24.0,-7.8,15.0
Harford County,1999,216208,6,34,146,377,936,3582,359,5440,-1.9,-0.24644994171014042,10.3,4.6,-0.17757603787047285,89.7,-2.6,-0.6414702266550042,-2.8,-0.6936493823302723,3.7,-0.6106843459293424,-3.5,-0.5275632063786246,-0.7965073172090211,-0.23953362129515532,-0.8034170565178474,-0.867819072657062,-0.503339905493389,-0.20498050782354008,-33.9,40.4,-1.6,4.4,-0.9,-3.2,-11.7
Harford County,2000,218590,4,31,167,419,921,3590,358,5490,0.9,-0.2174207893365236,11.3,10.3,-0.17832818894148295,88.7,-0.2,-0.64430522969835,-0.2,-0.5959329922852123,9.1,-0.6316393405027021,-1.3,-0.756658820524084,-0.9080973171496429,-0.15564921553129862,-0.7051804105264387,-0.8988914489131112,-0.5205540415788364,-0.217548234237799,-34.1,-9.8,13.1,9.9,-2.7,-0.9,-1.4
Harford County,2001,221837,2,31,191,453,1274,4005,414,6370,16.0,-0.18939264221716942,10.6,9.0,-0.10085662862744506,89.4,16.9,-0.4175679862983095,14.3,-0.5089365437640833,7.4,-0.37988217165680394,15.2,-0.9628448732549973,-0.9229759838083925,-0.06422463846282578,-0.634200174983513,-0.4890575207083233,-0.3255800418888046,-0.08730088776275144,-50.7,-1.5,12.7,6.5,36.3,9.9,13.9
Harford County,2002,225262,5,45,237,554,1150,4477,438,6906,8.4,-0.10731021136763216,12.2,24.2,-0.06588160382547649,87.8,6.5,-0.29515885489339727,6.8,-0.2281565369257468,22.3,-0.28617916400784377,4.9,-0.6650205748659002,-0.476615984045905,0.11579695143488909,-0.3974101092123133,-0.6599555901165943,-0.10789294597491908,-0.04274258502128771,146.2,43.0,22.2,20.4,-11.1,10.1,4.2
Harford County,2003,229831,5,46,248,657,1082,3857,330,6225,-9.9,-0.04975240924752983,15.4,13.7,-0.1407206353909791,84.6,-13.1,-0.5202580965350603,-11.7,-0.05210211266734798,11.4,-0.5832645126046268,-14.9,-0.6650205748659002,-0.476615984045905,0.14124502958796922,-0.17027335547495162,-0.7662981191997974,-0.47763824397692256,-0.33294281313235885,-2.0,0.2,2.6,16.2,-7.8,-15.6,-26.2
Harford County,2004,234246,3,45,214,623,1112,3836,413,6246,0.3,-0.08528809577385388,14.2,-7.4,-0.13207089807436323,85.8,1.7,-0.5467811250072516,-1.6,-0.2096027919804823,-9.2,-0.5862368522604224,-0.2,-0.8712066275968137,-0.5361306506809034,-0.014271003569742511,-0.28327389045928897,-0.7558513720102636,-0.5261725443289478,-0.14614069779314567,-41.1,-4.0,-15.3,-7.0,0.8,-2.4,22.8
Harford County,2005,237388,2,30,193,620,961,3591,359,5756,-7.8,-0.10530820085910686,14.7,-4.5,-0.17437939581868003,85.3,-8.4,-0.6990522884687406,-9.1,-0.2994853786042082,-5.8,-0.7495669163463974,-9.6,-0.9857544346695434,-1.0271266504196397,-0.10946566629052372,-0.31053030090777245,-0.9430892254842158,-0.675481266347862,-0.28952703097400967,-34.2,-34.2,-11.0,-1.8,-14.7,-7.6,-14.2
Harford County,2006,239914,9,36,202,579,990,3332,437,5585,-3.0,-0.11481775077460203,14.8,-2.2,-0.1886702661678715,85.2,-3.1,-0.7600363539344918,-4.0,-0.34772511546189594,-3.3,-0.8128777510148466,-4.1,-0.2984675922331652,-0.8485826505146445,-0.08213254531128948,-0.4235308358921098,-0.9221957311051482,-0.8235945622497316,-0.11300760088282664,345.3,18.7,3.6,-7.6,1.9,-8.2,20.4
Harford County,2007,242818,8,50,212,663,1097,3453,467,5950,6.5,-0.061263969671550296,15.7,13.0,-0.1644133941277965,84.3,5.4,-0.6828612710878539,5.3,-0.18321524361388397,11.6,-0.7514989371226649,4.2,-0.4130153993058949,-0.43197998406965615,-0.05291438150590127,-0.24352495855525066,-0.8171925285847057,-0.7837868725521348,-0.05473905114398943,-12.2,37.2,3.7,13.1,9.5,2.4,5.6
Harford County,2008,240963,6,66,245,562,1155,3663,403,6100,2.5,-0.08829111153664182,14.4,-5.8,-0.14523354181703957,85.6,4.1,-0.6317682162399982,3.3,-0.26320249960013536,-5.1,-0.6768189032707973,4.9,-0.5962918906222624,0.07389468232782943,0.08280870197719267,-0.4695260285239257,-0.7435295676328647,-0.6665155704700249,-0.19812538432485344,-24.4,33.0,16.5,-14.6,6.1,6.9,-13.0
Harford County,2009,243988,4,60,228,592,809,3482,251,5426,-11.0,-0.0857885984009852,16.3,0.6,-0.20907236396901982,83.7,-13.0,-0.8255564242695966,-12.2,-0.2735101356808379,-0.7,-0.9035341105166163,-14.1,-0.8024779433531758,-0.1344066508946645,0.004579424691798306,-0.4161488913956457,-1.139166634272389,-0.77780974196691,-0.56544575179615,-34.2,-10.2,-8.1,4.0,-30.8,-6.1,-38.5
Harford County,2010,246347,6,63,196,588,889,3377,236,5355,-1.3,-0.10130417984205627,15.9,-3.5,-0.2128331193240702,84.1,-0.9,-0.8571194581521806,-2.3,-0.33947900659733393,-4.4,-0.9288733060822747,-1.8,-0.6192014520368083,-0.06001331760091659,-0.12548853031283344,-0.4382947248850385,-1.0606820976946094,-0.8451122323565408,-0.6060052324967131,48.6,4.0,-14.9,-1.6,8.8,-3.9,-6.9
Harford County,2011,247147,5,39,148,451,779,2965,207,4594,-14.2,-0.20640973153963446,14.0,-24.6,-0.2646375243398892,86.0,-12.2,-1.0555696711863924,-14.5,-0.6944739932167284,-24.9,-1.0989654428851852,-12.5,-0.7108396976949921,-0.7890679838796462,-0.31116524868901047,-0.7574218638860317,-1.1830965455309415,-1.049649640982932,-0.6745564674835803,-16.9,-38.3,-24.7,-23.5,-12.7,-12.5,-12.6
Harford County,2012,248869,3,54,156,484,1019,2806,206,4728,2.9,-0.17938258967454293,14.7,8.4,-0.2571160136297884,85.3,2.0,-1.0297396434581298,2.2,-0.6124252100143364,7.6,-1.0832863512008626,1.3,-0.8941161890113596,-0.3501473174465336,-0.2847746491228533,-0.6892808377648232,-0.9304995557942648,-1.1359594066335774,-0.6802690703991526,-40.4,37.5,4.7,6.6,29.9,-6.0,-1.2
Harford County,2013,250244,5,69,178,410,845,3087,131,4725,-0.1,-0.19690018162413928,14.0,-5.0,-0.25410740934574816,86.0,0.8,-1.0370476513031992,-0.6,-0.6767448591579202,-5.5,-1.080388320036462,0.2,-0.7108396976949921,0.08877334898657924,-0.2056028504243819,-0.8636082962582483,-1.1228268502067078,-1.009124695615108,-0.8545034593241067,65.8,27.1,13.5,-15.8,-17.5,9.4,-36.8
Harford County,2014,250706,6,64,165,376,674,2875,106,4266,-9.7,-0.22242581560783684,14.3,-7.7,-0.29246711396726205,85.7,-10.0,-1.1546057775006084,-9.9,-0.7625043913493651,-7.9,-1.2035174902777999,-10.2,-0.6192014520368083,-0.06745265093029149,-0.25555648531746505,-0.9419704762976382,-1.3073860505551385,-1.11288768257461,-0.9116294884798293,19.8,-7.4,-7.5,-8.5,-20.4,-7.0,-19.2
Harford County,2015,250575,7,43,165,383,633,2408,108,3747,-12.2,-0.22893234976054405,16.0,-2.1,-0.3400406692086494,84.0,-13.8,-1.2845119169534795,-12.1,-0.7831196635107701,-2.1,-1.3530261749643249,-13.8,-0.5275632063786246,-0.6849173172683992,-0.25555648531746505,-0.9260709035360228,-1.3507802311885866,-1.3349978551215618,-0.9070594061473716,16.7,-32.8,0.1,1.9,-6.0,-16.2,1.9
Harford County,2016,249859,9,42,121,380,569,2813,90,4024,7.4,-0.251955470608585,13.7,-7.7,-0.30967256971661755,86.3,10.3,-1.2119988391114551,7.7,-0.8565100324053718,-7.4,-1.254270189900512,10.6,-0.344286715062257,-0.7146746505858983,-0.41955521119287015,-0.9300457967264267,-1.4174786940140718,-1.137991631032554,-0.9476188868479346,28.9,-2.0,-26.5,-0.5,-9.9,17.2,-16.4
Harford County,2017,251859,10,53,133,342,477,2290,84,3389,-15.8,-0.2589625073884235,15.9,-2.5,-0.36805829660377476,84.1,-17.9,-1.3788860182630827,-16.4,-0.8866083297610232,-3.3,-1.4456888637337566,-18.5,-0.25264846940407326,-0.4022226507521571,-0.3780842690174804,-1.0226040238744016,-1.520071108721545,-1.3969209279844903,-0.9624716544284225,10.2,25.2,9.0,-10.7,-16.8,-19.2,-7.4
Harford County,2018,251139,9,71,108,368,390,2299,143,3388,-15.8,-0.2499534601000597,16.4,3.3,-0.36984465539742367,83.6,-0.7,-1.3766810158960359,0.3,-0.8544485051892313,3.6,-1.448884128863737,-0.4,-0.344286715062257,0.1408486822922027,-0.4704513674990303,-0.9618449422496574,-1.611413180301828,-1.3895092860588114,-0.8282254859124742,-9.7,34.3,-18.6,7.9,-18.0,0.7,70.7
Harford County,2019,253798,7,49,90,327,346,1987,116,2922,-13.8,-0.29149517815195963,16.2,-14.9,-0.4058538879220311,83.8,-13.5,-1.501295149667995,-14.7,-0.9987554103190666,-15.8,-1.569858352854623,-14.4,-0.5275632063786246,-0.5286913173515285,-0.5411404734798084,-1.06235295577844,-1.6623075896867363,-1.5479032465672675,-0.8922066385668838,-23.0,-31.7,-17.5,-12.1,-12.2,-14.5,-19.7
Harford County,2020,255760,5,34,61,311,234,1441,131,2217,-24.1,-0.32252634103410177,18.5,-13.1,-0.466308030254466,81.5,-26.3,-1.6805303420750843,-24.7,-1.1047179092286883,-13.8,-1.7621687285846066,-26.8,-0.7108396976949921,-0.9750513171140159,-0.650472957396745,-1.103237571451165,-1.7823112497100988,-1.8102992792586345,-0.8607873225312362,-29.1,-31.1,-32.7,-5.6,-32.9,-28.0,12.1
Howard County,1975,95370,6,40,114,267,1343,3161,440,5371,-24.1,-0.3145182990000006,8.0,-13.1,-0.17127677265076346,92.0,-26.3,1.3214228804900536,-24.7,0.0785987128359598,-13.8,1.565291207587314,-26.8,0.2742714431304833,1.1525980150871742,0.2505775135049059,-0.20377602665121236,1.744671320664048,1.4784375113437316,1.482522393436507,-29.1,-31.1,-32.7,-5.6,-32.9,-28.0,12.1
Howard County,1976,97877,3,42,80,272,1037,3282,385,5101,-5.0,-0.3295333778139403,7.8,-7.0,-0.19384130478106576,92.2,-4.9,1.0566965963091783,-7.5,-0.09498187876307033,-9.4,1.2844051101146179,-7.3,-0.4588345221349867,1.226991348380922,-0.1056955806382155,-0.215700706222424,0.8106249757947042,1.524700502073371,1.094065395177593,-51.3,2.3,-31.6,-0.7,-24.8,1.2,-14.7
Howard County,1977,103425,3,41,114,340,1072,3087,462,5119,0.4,-0.27898261247367656,9.7,25.4,-0.2016448721427953,90.3,-1.8,0.8915734190511881,-5.0,0.21795795264705778,18.7,1.033242409199879,-7.0,-0.5046536449640786,0.9814933485115542,0.16292302208874113,0.07276297102402558,0.7490159539077098,1.0843055205540113,1.398547130577595,-5.4,-7.6,34.9,18.3,-2.2,-11.0,13.6
Howard County,1978,117027,1,30,102,395,1167,3565,399,5659,10.5,-0.2639675336597368,9.3,6.0,-0.15369524136590293,90.7,11.0,0.8198163420207226,-2.3,0.09302940334894332,-6.3,0.9711948188851433,-1.9,-0.9628448732549973,-0.06001331760091659,-0.05385690291897825,0.12273305684624525,0.6437448860747154,1.1578242267522758,0.7941537421100491,-70.5,-35.3,-20.9,2.7,-3.8,2.1,-23.7
Howard County,1979,116777,3,35,84,648,1423,3633,395,6221,9.9,-0.14284589789395621,12.4,45.8,-0.12360919852549987,87.6,6.2,1.1295246744893523,10.2,0.9514493361498483,46.1,1.1817850834982702,6.5,-0.5733823292077164,0.2673173488915741,-0.19806267911976547,1.3572213134088065,1.2367986880651731,1.2352878391367883,0.7793009745295614,200.6,16.9,-17.5,64.4,22.2,2.1,-0.8
Howard County,1980,118443,5,34,80,460,1826,4196,385,6986,12.3,-0.23844189967603924,8.3,-24.8,-0.03372714553979572,91.7,17.5,1.4892550606561294,10.7,0.24805625000270917,-25.9,1.732782547191403,15.9,-0.20682934657498137,0.1706060156097018,-0.23953362129515532,0.411764575977038,2.102271512921167,1.7511142086416849,0.7038946160440075,64.3,-4.2,-6.1,-30.0,26.5,13.9,-3.9
Howard County,1981,120387,5,34,103,314,1677,3933,415,6481,-7.2,-0.30000372281319215,7.0,-21.2,-0.06964235918052687,93.0,-6.0,1.1649937125649907,-8.7,-0.20547973754820129,-22.5,1.4320560825162705,-7.5,-0.20682934657498137,0.13340934896282783,-0.06893724552821098,-0.31280166844514595,1.7039557931561213,1.4216547707840963,0.8158616331892238,-1.6,-1.6,26.7,-32.8,-9.6,-7.8,6.1
Howard County,1982,120500,7,35,102,288,1295,3931,421,6079,-6.2,-0.312015785864344,7.1,-5.3,-0.10518149728575299,92.9,-6.3,0.9516124835024911,-6.3,-0.2891777425235057,-5.4,1.195457845914931,-6.4,0.15972363605775358,0.1929240155978262,-0.07836245965898139,-0.43659119923200823,0.8513405033026309,1.4159167254222804,0.8427108668924134,39.9,2.8,-1.1,-8.4,-22.9,-0.1,1.4
Howard County,1983,121601,1,21,110,269,1262,3749,332,5744,-5.5,-0.32753136730541504,7.0,-7.2,-0.1337632379841359,93.0,-5.4,0.7492562662752252,-6.4,-0.4075094047299705,-8.0,0.978179817076263,-6.2,-0.9857544346695434,-0.6774779839390244,-0.022753696287435933,-0.5376670546451343,0.7524982029708877,1.2016963652478254,0.4062680041426924,-85.8,-40.5,6.9,-7.4,-3.4,-5.5,-21.9
Howard County,1984,129114,7,30,106,236,1448,4345,437,6609,15.1,-0.33854242510230415,5.7,-5.5,-0.05036848798589367,94.3,16.6,0.9981695334809931,8.4,-0.5571762806217709,-11.0,1.2986723404624374,9.8,0.06808539039956994,-0.23855731750591175,-0.10192549498590742,-0.7557183382330015,0.9767014695770365,1.5390456154779104,0.7804434951126757,559.3,34.5,-9.2,-17.4,8.1,9.2,24.0
Howard County,1985,137032,5,43,127,345,1502,4752,453,7227,9.4,-0.2679715546767874,7.2,37.2,-0.005521480376917854,92.8,7.7,1.096008638510241,3.0,-0.20259359944560462,29.3,1.3501681249990984,1.4,-0.344286715062257,0.3714680155028211,-0.002018225199741007,-0.36390743803605236,0.9086636801887904,1.6616963350867229,0.735313932079655,-32.7,35.1,12.9,37.7,-2.3,3.0,-2.3
Howard County,1986,139251,3,36,117,340,1736,5178,676,8086,11.9,-0.27998361772793917,6.1,-4.6,0.07749719408581934,93.9,13.2,1.4316729988423935,10.1,-0.2986607677177521,-6.1,1.7633976456460996,11.4,-0.6650205748659002,-0.03769531761279243,-0.08401758813744359,-0.40706342124615125,1.3120688408923273,1.9613896626298921,1.6201961237017988,-41.0,-17.6,-9.3,-3.0,13.7,7.2,46.8
Howard County,1987,153629,6,40,104,280,1590,5147,823,7990,-1.2,-0.3130167911186066,5.4,-13.3,0.07467662756953156,94.6,-0.4,1.0498925890051483,-10.4,-0.6132498209007927,-21.4,1.36978556672735,-9.7,-0.27555803081861924,-0.030255984283417532,-0.23764857846900123,-0.7585575476547185,0.7449979742194276,1.521233766333941,1.9069687900635268,81.3,0.7,-19.4,-25.4,-17.0,-9.9,10.4
Howard County,1988,160989,2,48,113,357,1725,5121,799,8165,2.2,-0.2679715546767874,6.4,20.9,0.08266823269901362,93.6,1.1,0.9686225017625663,-2.5,-0.4355461748694814,15.4,1.2419006530367391,-3.5,-0.8941161890113596,0.25243868223282456,-0.2140855431420752,-0.5342600033390738,0.842768813300962,1.3188481247182307,1.6818922351899794,-68.2,14.5,3.7,21.7,3.5,-5.1,-7.4
Howard County,1989,165546,10,28,167,364,1691,5117,930,8307,1.7,-0.24344692594735248,6.8,9.4,0.09141198889950576,93.2,1.2,0.9346654653100454,-1.1,-0.3501989481212646,6.4,1.1864665184561487,-1.6,0.2055427588868455,-0.7072353172565237,0.07526853067257637,-0.5450489991415984,0.7088361570248874,1.2112597741841848,2.0560677261599625,386.2,-43.3,43.7,-0.8,-4.7,-2.8,13.2
Howard County,1990,187328,7,50,99,433,1802,4899,997,8287,-0.2,-0.233436873404726,7.1,3.5,0.08765123354445538,92.9,-0.5,0.5603820635207596,-11.8,-0.4710044429870981,-8.5,0.766772159057792,-12.1,-0.3213771536477111,0.021819349022205954,-0.3780842690174804,-0.4814507080951372,0.5491884307438065,0.6424760276941968,1.886974679859024,-38.1,57.8,-47.6,5.1,-5.8,-15.4,-5.3
Howard County,1991,190403,8,44,151,417,1665,5667,1105,9057,9.3,-0.21792129196365492,6.8,5.3,0.1571311887290112,93.2,9.6,0.7701722887283546,7.5,-0.42482623334555064,3.6,1.0058225758751638,7.8,-0.20682934657498137,-0.24599665083528638,-0.12831609455206452,-0.5501595761006891,0.3150741475732283,1.0741443985591292,2.161750880098049,12.4,-13.4,50.1,-5.3,-9.1,13.8,9.0
Howard County,1992,192284,6,43,135,404,1673,5545,935,8741,-3.5,-0.23393737603185732,6.7,-5.2,0.13042982570815348,93.3,-3.4,0.6373051460968774,-4.4,-0.5064627111047146,-6.1,0.8638933573109179,-4.3,-0.4588345221349867,-0.29807198414091013,-0.2140855431420752,-0.6006975038072522,0.3032880738209338,0.9635674827324712,1.6247662060342567,-25.7,-3.2,-11.5,-4.1,-0.5,-3.1,-16.2
Howard County,1993,201881,5,26,130,348,1490,5350,1083,8432,-3.5,-0.273477083575232,6.0,-13.4,0.10880548241661378,94.0,-2.8,0.4047088964072555,-8.1,-0.7278707341182046,-17.6,0.6294500669600296,-7.4,-0.5962918906222624,-1.0048086504315152,-0.26875178510054354,-0.8147738942047156,-0.050294138747902936,0.6841963991790657,1.9115388723959843,-20.6,-42.4,-8.3,-18.0,-15.2,-8.1,10.3
Howard County,1994,203542,4,31,149,403,1248,5868,1157,8860,5.1,-0.23443787865898863,6.6,15.3,0.14171209177330463,93.4,4.4,0.5157150155711541,4.2,-0.5782038582264042,14.4,0.7334076464214851,3.6,-0.7108396976949921,-0.8337039838558951,-0.18580990074976397,-0.669406371812804,-0.3851257794380893,0.9624915992271307,2.0937709054027396,-20.7,18.3,13.7,14.9,-16.9,8.8,6.0
Howard County,1995,214511,3,33,213,382,1431,6148,844,9054,2.2,-0.21241576306521034,7.0,7.5,0.15581492435474356,93.0,1.8,0.43249192623204535,-3.0,-0.5542901425191743,2.0,0.6309362367879274,-3.4,-0.8482970661822677,-0.8188253171971454,0.06018818806334363,-0.7824069067971416,-0.24047851065992878,0.9424084404607752,1.0946366554691505,-28.8,1.0,35.6,-10.1,8.8,-0.6,-30.8
Howard County,1996,215787,5,34,251,343,1280,6345,787,9045,-0.1,-0.2114147578109477,7.0,0.3,0.15478071663210471,93.0,-0.1,0.4140959064841122,-0.7,-0.5580008915082272,-0.3,0.609906933723173,-0.7,-0.6421110134513544,-0.7890679838796462,0.22041682828644057,-0.8908647067067318,-0.43843097663596686,1.0312286009572154,0.930113691500669,65.7,2.4,17.1,-10.7,-11.1,2.6,-7.3
Howard County,1997,216723,1,33,222,298,1497,6479,753,9283,2.6,-0.25095446535432236,6.0,-12.5,0.184584702820879,94.0,3.8,0.47186696850073817,2.2,-0.7134400436052211,-12.9,0.7060621215881644,3.3,-1.0544831189131811,-0.8337039838558951,0.08940635186873198,-1.0129507118405638,-0.17726229689762155,1.0899240233041223,0.8312856610612688,-80.1,-3.4,-11.9,-13.5,16.4,1.7,-4.7
Howard County,1998,230639,6,41,187,207,1213,5457,612,7723,-16.8,-0.30751126222016206,5.7,-20.4,0.048539377851931395,94.3,-16.6,-0.11705766370364618,-21.8,-0.9789647490441178,-25.2,0.05928101248701461,-21.6,-0.5733823292077164,-0.6402813172921503,-0.11135070911667783,-1.2838112906723678,-0.6187043319835633,0.3445758393265951,0.36228096169278595,463.8,16.7,-20.8,-34.7,-23.9,-20.9,-23.6
Howard County,1999,238083,6,29,240,215,1317,5261,704,7772,0.6,-0.2829866334907271,6.3,11.1,0.048539377851931395,93.7,-16.6,-0.17004072058039912,-2.5,-0.918768154332815,7.6,-0.014061468519745136,-3.1,-0.5962918906222624,-1.0568839837371389,0.07432600925949925,-1.2809720812506507,-0.5455771016568265,0.15773073723246891,0.5359440903261827,-3.1,-31.5,24.3,0.6,5.2,-6.6,11.4
Howard County,2000,247842,7,37,166,293,1271,5574,486,7834,0.8,-0.2764800993380199,6.4,2.7,0.053146303161868115,93.6,0.7,-0.23524579057735437,-3.2,-0.9303127067432019,-1.4,-0.08889011935440241,-3.3,-0.5275632063786246,-0.8560219838440193,-0.24424622836054052,-1.1225441955188409,-0.653794687927895,0.20471098363233575,-0.03303116006481492,12.1,22.6,-33.6,30.9,-7.3,1.8,-33.7
